region,division,state,county,stname,ctyname,year,popestimate,births,deaths,rbirth,rdeath
"3","6","01","059","Alabama","Franklin County",2023,31802,430,449,13.498242,14.094676
"3","6","01","061","Alabama","Geneva County",2023,26988,294,451,10.939942,16.782021
"3","6","01","063","Alabama","Greene County",2023,7341,84,126,11.356723,17.035084
"3","6","01","065","Alabama","Hale County",2023,14888,213,251,14.447044,17.024452
"3","6","01","067","Alabama","Henry County",2023,17899,173,261,9.7275715,14.675701
"3","6","01","069","Alabama","Houston County",2023,108462,1306,1349,12.064163,12.461376
"3","6","01","071","Alabama","Jackson County",2023,53467,549,841,10.320518,15.809756
"3","6","01","073","Alabama","Jefferson County",2023,662895,7967,7573,11.998684,11.405301
"3","6","01","075","Alabama","Lamar County",2023,13661,155,238,11.327511,17.393211
"3","6","01","077","Alabama","Lauderdale County",2023,96814,948,1183,9.8396902,12.278853
"3","6","01","079","Alabama","Lawrence County",2023,33502,386,492,11.576122,14.755057
"3","6","01","081","Alabama","Lee County",2023,183215,1899,1313,10.436561,7.2160106
"3","6","01","083","Alabama","Limestone County",2023,114654,1204,1040,10.67745,9.2230473
"3","6","01","085","Alabama","Lowndes County",2023,9717,120,169,12.307693,17.333334
"3","6","01","087","Alabama","Macon County",2023,18370,162,241,8.7800121,13.061623
"3","6","01","089","Alabama","Madison County",2023,412600,4470,3616,10.953131,8.8605194
"3","6","01","091","Alabama","Marengo County",2023,18684,220,301,11.74116,16.064043
"3","6","01","093","Alabama","Marion County",2023,29244,309,441,10.577482,15.096019
"3","6","01","095","Alabama","Marshall County",2023,100756,1535,1256,15.335891,12.548455
"3","6","01","097","Alabama","Mobile County",2023,411640,5075,4765,12.332359,11.579052
"3","6","01","099","Alabama","Monroe County",2023,19229,231,319,11.956212,16.51096
"3","6","01","101","Alabama","Montgomery County",2023,224980,3003,2360,13.308781,10.459115
"3","6","01","103","Alabama","Morgan County",2023,125133,1461,1506,11.71781,12.078729
"3","6","01","105","Alabama","Perry County",2023,7738,89,141,11.379619,18.028385
"3","6","01","107","Alabama","Pickens County",2023,18688,186,283,9.9366932,15.118732
"3","6","01","109","Alabama","Pike County",2023,33137,360,396,10.885177,11.973694
"3","6","01","111","Alabama","Randolph County",2023,22786,249,336,11.006497,14.852141
"3","6","01","113","Alabama","Russell County",2023,58744,688,710,11.726807,12.101791
"3","6","01","115","Alabama","St. Clair County",2023,95552,1032,1156,10.895673,12.204843
"3","6","01","117","Alabama","Shelby County",2023,233000,2390,1727,10.323238,7.4595118
"3","6","01","119","Alabama","Sumter County",2023,11727,114,161,9.6544714,13.634824
"3","6","01","121","Alabama","Talladega County",2023,81132,871,1147,10.761058,14.170991
"3","6","01","123","Alabama","Tallapoosa County",2023,40677,392,637,9.6090212,15.614658
"3","6","01","125","Alabama","Tuscaloosa County",2023,237373,2510,2004,10.58931,8.4545727
"3","6","01","127","Alabama","Walker County",2023,64728,808,1096,12.511032,16.970409
"3","6","01","129","Alabama","Washington County",2023,15022,187,229,12.418648,15.207863
"3","6","01","131","Alabama","Wilcox County",2023,9944,116,166,11.552059,16.531395
"3","6","01","133","Alabama","Winston County",2023,23611,249,388,10.516979,16.387903
"4","9","02","000","Alaska","Alaska",2023,733406,9266,5581,12.635323,7.6103749
"4","9","02","013","Alaska","Aleutians East Borough",2023,3461,17,10,4.9339719,2.9023364
"4","9","02","016","Alaska","Aleutians West Census Area",2023,5160,25,16,4.8780489,3.1219511
"4","9","02","020","Alaska","Anchorage Municipality",2023,286075,3573,2177,12.469942,7.5978346
"4","9","02","050","Alaska","Bethel Census Area",2023,18224,389,155,21.325001,8.4971085
"4","9","02","060","Alaska","Bristol Bay Borough",2023,844,11,7,12.835472,8.1680279
"4","9","02","063","Alaska","Chugach Census Area",2023,6769,62,24,9.0722857,3.5118525
"4","9","02","066","Alaska","Copper River Census Area",2023,2674,32,18,12.114329,6.8143101
"4","9","02","068","Alaska","Denali Borough",2023,1584,20,9,12.662235,5.6980057
"4","9","02","070","Alaska","Dillingham Census Area",2023,4607,75,47,16.075447,10.073947
"4","9","02","090","Alaska","Fairbanks North Star Borough",2023,94840,1427,606,15.017733,6.3775377
"4","9","02","100","Alaska","Haines Borough",2023,2070,24,17,11.594203,8.2125607
"4","9","02","105","Alaska","Hoonah-Angoon Census Area",2023,2262,18,28,7.9277692,12.332086
"4","9","02","110","Alaska","Juneau City and Borough",2023,31555,284,214,8.9738522,6.7619877
"4","9","02","122","Alaska","Kenai Peninsula Borough",2023,61223,636,549,10.440435,9.0122623
"4","9","02","130","Alaska","Ketchikan Gateway Borough",2023,13738,119,109,8.6513996,7.9243913
"4","9","02","150","Alaska","Kodiak Island Borough",2023,12565,158,88,12.537692,6.9830184
"4","9","02","158","Alaska","Kusilvak Census Area",2023,8001,216,72,26.641998,8.8806658
"4","9","02","164","Alaska","Lake and Peninsula Borough",2023,1331,16,11,11.816839,8.1240768
"4","9","02","170","Alaska","Matanuska-Susitna Borough",2023,115239,1370,862,11.980185,7.5378971
"4","9","02","180","Alaska","Nome Census Area",2023,9763,169,84,17.285465,8.5915928
"4","9","02","185","Alaska","North Slope Borough",2023,10603,126,63,11.768003,5.8840013
"4","9","02","188","Alaska","Northwest Arctic Borough",2023,7361,141,79,19.036047,10.665586
"4","9","02","195","Alaska","Petersburg Borough",2023,3427,25,28,7.3561864,8.2389288
"4","9","02","198","Alaska","Prince of Wales-Hyder Census Area",2023,5696,73,76,12.867971,13.396791
"4","9","02","220","Alaska","Sitka City and Borough",2023,8282,76,69,9.1373606,8.2957621
"4","9","02","230","Alaska","Skagway Municipality",2023,1095,9,8,8.2304525,7.315958
"4","9","02","240","Alaska","Southeast Fairbanks Census Area",2023,7077,98,54,13.907614,7.6633792
"4","9","02","275","Alaska","Wrangell City and Borough",2023,2064,19,24,9.1898432,11.608223
"4","9","02","282","Alaska","Yakutat City and Borough",2023,687,3,2,4.373178,2.915452
"4","9","02","290","Alaska","Yukon-Koyukuk Census Area",2023,5129,55,75,10.681685,14.565935
"4","8","04","000","Arizona","Arizona",2023,7431344,78494,70792,10.609427,9.568408
"4","8","04","001","Arizona","Apache County",2023,65036,724,975,11.089922,14.934632
"4","8","04","003","Arizona","Cochise County",2023,124640,1246,1612,9.9629393,12.889452
"4","8","04","005","Arizona","Coconino County",2023,144472,1315,1059,9.1099606,7.3364625
"4","8","04","007","Arizona","Gila County",2023,54003,453,931,8.3947182,17.252722
"4","8","04","009","Arizona","Graham County",2023,39525,493,408,12.585038,10.415204
"4","8","04","011","Arizona","Greenlee County",2023,9369,118,98,12.623021,10.483526
"4","8","04","012","Arizona","La Paz County",2023,16710,165,376,9.9263048,22.619944
"4","8","04","013","Arizona","Maricopa County",2023,4585871,50795,38287,11.112808,8.376338
"4","8","04","015","Arizona","Mohave County",2023,223682,1736,3993,7.809495,17.962738
"4","8","04","017","Arizona","Navajo County",2023,109175,1228,1597,11.267347,14.653056
"4","8","04","019","Arizona","Pima County",2023,1063162,10006,11276,9.4367828,10.634536
"4","8","04","021","Arizona","Pinal County",2023,484239,5015,4293,10.565948,9.0447874
"4","8","04","023","Arizona","Santa Cruz County",2023,49158,554,382,11.324843,7.8088269
"4","8","04","025","Arizona","Yavapai County",2023,249081,1777,3587,7.1752896,14.483829
"4","8","04","027","Arizona","Yuma County",2023,213221,2869,1918,13.594096,9.0880013
"3","7","05","000","Arkansas","Arkansas",2023,3067732,35566,36473,11.634023,11.930713
"3","7","05","001","Arkansas","Arkansas County",2023,16307,186,305,11.339735,18.594727
"3","7","05","003","Arkansas","Ashley County",2023,18262,199,315,10.871346,17.208412
"3","7","05","005","Arkansas","Baxter County",2023,42875,349,801,8.1771326,18.767572
"3","7","05","007","Arkansas","Benton County",2023,311013,3908,2211,12.733064,7.2038903
"3","7","05","009","Arkansas","Boone County",2023,38530,406,526,10.57154,13.696134
"3","7","05","011","Arkansas","Bradley County",2023,10104,118,154,11.641673,15.19337
"3","7","05","013","Arkansas","Calhoun County",2023,4641,51,88,10.93482,18.867924
"3","7","05","015","Arkansas","Carroll County",2023,28814,326,371,11.33302,12.897394
"3","7","05","017","Arkansas","Chicot County",2023,9538,88,173,9.0852776,17.86083
"3","7","05","019","Arkansas","Clark County",2023,21274,239,289,11.233843,13.584019
"3","7","05","021","Arkansas","Clay County",2023,14201,157,242,11.028378,16.999157
"3","7","05","023","Arkansas","Cleburne County",2023,25445,223,427,8.7971916,16.844847
"3","7","05","025","Arkansas","Cleveland County",2023,7378,82,129,11.047491,17.379589
"3","7","05","027","Arkansas","Columbia County",2023,22150,256,298,11.522189,13.412548
"3","7","05","029","Arkansas","Conway County",2023,21077,228,298,10.831868,14.157442
"3","7","05","031","Arkansas","Craighead County",2023,113993,1540,1091,13.576895,9.6184368
"3","7","05","033","Arkansas","Crawford County",2023,61891,727,779,11.827677,12.673674
"3","7","05","035","Arkansas","Crittenden County",2023,47139,570,620,12.103196,13.16488
"3","7","05","037","Arkansas","Cross County",2023,16420,183,265,11.087549,16.05574
"3","7","05","039","Arkansas","Dallas County",2023,6185,57,120,9.2076569,19.384541
"3","7","05","041","Arkansas","Desha County",2023,10479,113,164,10.641805,15.444742
"3","7","05","043","Arkansas","Drew County",2023,16945,193,226,11.400892,13.350267
"3","7","05","045","Arkansas","Faulkner County",2023,129951,1468,1117,11.401234,8.675189
"3","7","05","047","Arkansas","Franklin County",2023,17468,188,258,10.823882,14.854051
"3","7","05","049","Arkansas","Fulton County",2023,12421,117,235,9.4446239,18.969971
"3","7","05","051","Arkansas","Garland County",2023,99784,970,1535,9.7113619,15.367981
"3","7","05","053","Arkansas","Grant County",2023,18383,184,258,10.078878,14.13234
"3","7","05","055","Arkansas","Greene County",2023,46743,526,562,11.293491,12.06643
"3","7","05","057","Arkansas","Hempstead County",2023,19343,214,281,11.024109,14.475582
"3","7","05","059","Arkansas","Hot Spring County",2023,33258,304,475,9.1556616,14.30572
"3","7","05","061","Arkansas","Howard County",2023,12533,139,175,11.051481,13.913734
"3","7","05","063","Arkansas","Independence County",2023,38320,474,487,12.380181,12.719722
"3","7","05","065","Arkansas","Izard County",2023,14169,113,238,8.0147524,16.88063
"3","7","05","067","Arkansas","Jackson County",2023,16784,157,252,9.3905134,15.072672
"3","7","05","069","Arkansas","Jefferson County",2023,63661,723,916,11.300759,14.317422
"3","7","05","071","Arkansas","Johnson County",2023,26129,296,334,11.362982,12.821743
"3","7","05","073","Arkansas","Lafayette County",2023,6095,42,106,6.8717279,17.342932
"3","7","05","075","Arkansas","Lawrence County",2023,16318,192,239,11.811024,14.702264
"3","7","05","077","Arkansas","Lee County",2023,8201,82,139,9.8985996,16.779333
"3","7","05","079","Arkansas","Lincoln County",2023,12898,100,170,7.7495351,13.17421
"3","7","05","081","Arkansas","Little River County",2023,11805,95,194,8.0270386,16.392057
"3","7","05","083","Arkansas","Logan County",2023,21400,260,362,12.189976,16.972197
"3","7","05","085","Arkansas","Lonoke County",2023,75944,886,789,11.723996,10.440444
"3","7","05","087","Arkansas","Madison County",2023,17775,217,248,12.31625,14.075714
"3","7","05","089","Arkansas","Marion County",2023,17514,137,301,7.8728848,17.297359
"3","7","05","091","Arkansas","Miller County",2023,42415,356,573,8.3742046,13.478705
"3","7","05","093","Arkansas","Mississippi County",2023,38663,526,571,13.569641,14.730542
"3","7","05","095","Arkansas","Monroe County",2023,6512,86,134,13.149847,20.489296
"3","7","05","097","Arkansas","Montgomery County",2023,8620,80,162,9.3223791,18.877819
"3","7","05","099","Arkansas","Nevada County",2023,8120,75,121,9.2030182,14.847537
"3","7","05","101","Arkansas","Newton County",2023,7071,67,123,9.4552641,17.358171
"3","7","05","103","Arkansas","Ouachita County",2023,21793,247,370,11.281887,16.899994
"3","7","05","105","Arkansas","Perry County",2023,10184,99,151,9.7743988,14.908426
"3","7","05","107","Arkansas","Phillips County",2023,14961,208,278,13.72439,18.343176
"3","7","05","109","Arkansas","Pike County",2023,10208,113,170,11.096381,16.69367
"3","7","05","111","Arkansas","Poinsett County",2023,22397,292,398,13.021182,17.748049
"3","7","05","113","Arkansas","Polk County",2023,19436,202,316,10.420428,16.301264
"3","7","05","115","Arkansas","Pope County",2023,64593,729,682,11.333426,10.602739
"3","7","05","117","Arkansas","Prairie County",2023,8036,79,143,9.805747,17.749643
"3","7","05","119","Arkansas","Pulaski County",2023,400009,5002,4064,12.514448,10.167677
"3","7","05","121","Arkansas","Randolph County",2023,18907,246,265,13.030006,14.036388
"3","7","05","123","Arkansas","St. Francis County",2023,22101,269,329,12.089072,14.785521
"3","7","05","125","Arkansas","Saline County",2023,129574,1414,1385,11.004362,10.778671
"3","7","05","127","Arkansas","Scott County",2023,9851,122,178,12.419199,18.119814
"3","7","05","129","Arkansas","Searcy County",2023,7806,74,154,9.4195518,19.602852
"3","7","05","131","Arkansas","Sebastian County",2023,129098,1604,1511,12.42414,11.703788
"3","7","05","133","Arkansas","Sevier County",2023,15632,180,201,11.475932,12.814791
"3","7","05","135","Arkansas","Sharp County",2023,17968,180,302,10.054743,16.869623
"3","7","05","137","Arkansas","Stone County",2023,12671,126,220,9.9778271,17.421602
"3","7","05","139","Arkansas","Union County",2023,37397,462,573,12.285601,15.237335
"3","7","05","141","Arkansas","Van Buren County",2023,16142,140,298,8.6835165,18.483486
"3","7","05","143","Arkansas","Washington County",2023,261549,3279,1869,12.654589,7.2129998
"3","7","05","145","Arkansas","White County",2023,78452,902,990,11.559064,12.686777
"3","7","05","147","Arkansas","Woodruff County",2023,5964,70,102,11.646286,16.970303
"3","7","05","149","Arkansas","Yell County",2023,20044,254,277,12.657282,13.803413
"4","9","06","000","California","California",2023,38965193,414120,302704,10.617671,7.7610631
"4","9","06","001","California","Alameda County",2023,1622188,16418,10571,10.101995,6.5043364
"4","9","06","003","California","Alpine County",2023,1141,7,22,6.0060062,18.876019
"4","9","06","005","California","Amador County",2023,41811,331,553,7.9467974,13.276673
"4","9","06","007","California","Butte County",2023,207172,1947,2388,9.3935223,11.521176
"4","9","06","009","California","Calaveras County",2023,46565,376,594,8.0755148,12.757595
"4","9","06","011","California","Colusa County",2023,22037,283,188,12.879443,8.5559549
"4","9","06","013","California","Contra Costa County",2023,1155025,11573,8599,10.011055,7.4384398
"4","9","06","015","California","Del Norte County",2023,26589,236,359,8.7894077,13.370328
"4","9","06","017","California","El Dorado County",2023,192215,1495,1748,7.7661934,9.080472
"4","9","06","019","California","Fresno County",2023,1017162,13879,8384,13.656932,8.2498531
"4","9","06","021","California","Glenn County",2023,28129,354,327,12.533414,11.577476
"4","9","06","023","California","Humboldt County",2023,133985,1225,1566,9.1102114,11.646196
"4","9","06","025","California","Imperial County",2023,179057,2424,1403,13.542013,7.8380547
"4","9","06","027","California","Inyo County",2023,18527,161,222,8.6398888,11.913386
"4","9","06","029","California","Kern County",2023,913820,12077,7622,13.19479,8.3274565
"4","9","06","031","California","Kings County",2023,152682,2084,1116,13.635665,7.3020163
"4","9","06","033","California","Lake County",2023,67878,683,972,10.040426,14.288864
"4","9","06","035","California","Lassen County",2023,28861,264,287,8.9672394,9.748476
"4","9","06","037","California","Los Angeles County",2023,9663345,95354,73138,9.8388748,7.5465703
"4","9","06","039","California","Madera County",2023,162858,2078,1419,12.859428,8.7812939
"4","9","06","041","California","Marin County",2023,254407,2255,2088,8.8334208,8.1792383
"4","9","06","043","California","Mariposa County",2023,16919,145,225,8.5364418,13.246202
"4","9","06","045","California","Mendocino County",2023,89108,856,1013,9.5581055,11.311169
"4","9","06","047","California","Merced County",2023,291920,3787,2169,13.010839,7.4519439
"4","9","06","049","California","Modoc County",2023,8500,34,115,3.9721947,13.435364
"4","9","06","051","California","Mono County",2023,13066,114,61,8.746356,4.6800675
"4","9","06","053","California","Monterey County",2023,430723,5548,2857,12.848437,6.6164355
"4","9","06","055","California","Napa County",2023,133216,1167,1262,8.7224293,9.4324818
"4","9","06","057","California","Nevada County",2023,102037,741,1110,7.2491417,10.859038
"4","9","06","059","California","Orange County",2023,3135755,30677,22619,9.7602224,7.1964822
"4","9","06","061","California","Placer County",2023,423561,3607,3803,8.5714111,9.0371714
"4","9","06","063","California","Plumas County",2023,19131,145,216,7.5180173,11.199253
"4","9","06","065","California","Riverside County",2023,2492442,27497,20536,11.072581,8.2695026
"4","9","06","067","California","Sacramento County",2023,1584288,17698,13202,11.170625,8.332839
"4","9","06","069","California","San Benito County",2023,68175,850,462,12.51675,6.8032222
"4","9","06","071","California","San Bernardino County",2023,2195611,26188,17486,11.929341,7.9653454
"4","9","06","073","California","San Diego County",2023,3269973,37145,24263,11.346924,7.4117756
"4","9","06","075","California","San Francisco County",2023,808988,7240,6200,8.9561729,7.669651
"4","9","06","077","California","San Joaquin County",2023,800965,9570,6313,11.998059,7.9147072
"4","9","06","079","California","San Luis Obispo County",2023,281639,2389,2563,8.4763651,9.0937319
"4","9","06","081","California","San Mateo County",2023,726353,7394,4872,10.161605,6.6956096
"4","9","06","083","California","Santa Barbara County",2023,441257,5560,3423,12.562531,7.7340903
"4","9","06","085","California","Santa Clara County",2023,1877592,18707,10741,9.9613228,5.7194934
"4","9","06","087","California","Santa Cruz County",2023,261547,2261,1903,8.600441,7.2386727
"4","9","06","089","California","Shasta County",2023,180366,1734,2543,9.5985918,14.076827
"4","9","06","091","California","Sierra County",2023,3200,23,34,7.1628776,10.588602
"4","9","06","093","California","Siskiyou County",2023,42905,323,644,7.4517541,14.857367
"4","9","06","095","California","Solano County",2023,449218,4792,3819,10.671382,8.5045929
"4","9","06","097","California","Sonoma County",2023,481812,4480,4388,9.2899704,9.0991945
"4","9","06","099","California","Stanislaus County",2023,551430,7077,5013,12.836279,9.0925913
"4","9","06","101","California","Sutter County",2023,97948,1181,945,12.019317,9.6174889
"4","9","06","103","California","Tehama County",2023,64896,745,870,11.444372,13.364569
"4","9","06","105","California","Trinity County",2023,15670,100,188,6.359705,11.956245
"4","9","06","107","California","Tulare County",2023,479468,6746,3712,14.09304,7.7547235
"4","9","06","109","California","Tuolumne County",2023,54204,437,791,8.0337524,14.541644
"4","9","06","111","California","Ventura County",2023,829590,8581,6524,10.32325,7.8486052
"4","9","06","113","California","Yolo County",2023,220544,1900,1507,8.5863676,6.8103452
"4","9","06","115","California","Yuba County",2023,85722,1177,746,13.840953,8.7726002
"4","8","08","000","Colorado","Colorado",2023,5877610,62498,45099,10.666417,7.6969624
"4","8","08","001","Colorado","Adams County",2023,533365,6534,3680,12.318145,6.937676
"4","8","08","003","Colorado","Alamosa County",2023,16655,191,183,11.491487,11.010168
"4","8","08","005","Colorado","Arapahoe County",2023,656061,7639,4633,11.641889,7.0607243
"4","8","08","007","Colorado","Archuleta County",2023,14189,104,146,7.3816452,10.362695
"4","8","08","009","Colorado","Baca County",2023,3344,30,75,8.8508625,22.127157
"4","8","08","011","Colorado","Bent County",2023,5681,39,73,7.0143886,13.129497
"4","8","08","013","Colorado","Boulder County",2023,326831,2486,2038,7.600471,6.2307963
"4","8","08","014","Colorado","Broomfield County",2023,76860,643,461,8.4022083,6.0239782
"4","8","08","015","Colorado","Chaffee County",2023,20617,150,184,7.3381929,9.0015163
"4","8","08","017","Colorado","Cheyenne County",2023,1727,14,26,8.0971661,15.037594
"4","8","08","019","Colorado","Clear Creek County",2023,9147,54,69,5.8334231,7.4538188
"4","8","08","021","Colorado","Conejos County",2023,7521,99,107,13.105639,14.164681
"4","8","08","023","Colorado","Costilla County",2023,3628,33,60,9.1122465,16.56772
"4","8","08","025","Colorado","Crowley County",2023,5636,29,67,5.1496048,11.897363
"4","8","08","027","Colorado","Custer County",2023,5534,41,61,7.5430045,11.222519
"4","8","08","029","Colorado","Delta County",2023,31746,273,475,8.6247749,15.006476
"4","8","08","031","Colorado","Denver County",2023,716577,8632,4981,12.072474,6.9662876
"4","8","08","033","Colorado","Dolores County",2023,2513,19,35,7.641263,14.076011
"4","8","08","035","Colorado","Douglas County",2023,383906,3812,1954,10.033651,5.1431675
"4","8","08","037","Colorado","Eagle County",2023,54381,515,185,9.3978958,3.3759432
"4","8","08","039","Colorado","Elbert County",2023,28806,263,219,9.2854118,7.7319589
"4","8","08","041","Colorado","El Paso County",2023,744215,9147,5702,12.32076,7.680439
"4","8","08","043","Colorado","Fremont County",2023,50318,351,676,7.0246363,13.528929
"4","8","08","045","Colorado","Garfield County",2023,62707,714,412,11.427382,6.5939517
"4","8","08","047","Colorado","Gilpin County",2023,5926,48,41,8.1273279,6.9420929
"4","8","08","049","Colorado","Grand County",2023,15935,121,103,7.6415424,6.5047836
"4","8","08","051","Colorado","Gunnison County",2023,17321,134,85,7.7364974,4.9074798
"4","8","08","053","Colorado","Hinsdale County",2023,765,4,5,5.2083335,6.5104165
"4","8","08","055","Colorado","Huerfano County",2023,7055,40,135,5.6529112,19.078575
"4","8","08","057","Colorado","Jackson County",2023,1309,6,13,4.5749145,9.9123144
"4","8","08","059","Colorado","Jefferson County",2023,576366,5493,4997,9.5349932,8.6740141
"4","8","08","061","Colorado","Kiowa County",2023,1384,20,21,14.194464,14.904187
"4","8","08","063","Colorado","Kit Carson County",2023,6994,93,95,13.307577,13.593761
"4","8","08","065","Colorado","Lake County",2023,7365,85,46,11.555979,6.2538238
"4","8","08","067","Colorado","La Plata County",2023,56407,414,455,7.3300285,8.0559492
"4","8","08","069","Colorado","Larimer County",2023,370771,3094,2638,8.3808718,7.1456819
"4","8","08","071","Colorado","Las Animas County",2023,14348,111,243,7.7462578,16.958023
"4","8","08","073","Colorado","Lincoln County",2023,5480,52,69,9.4631481,12.55687
"4","8","08","075","Colorado","Logan County",2023,20619,192,270,9.2728987,13.040013
"4","8","08","077","Colorado","Mesa County",2023,159681,1454,1780,9.1385612,11.18751
"4","8","08","079","Colorado","Mineral County",2023,944,7,11,7.4666667,11.733334
"4","8","08","081","Colorado","Moffat County",2023,13327,135,113,10.176391,8.5180159
"4","8","08","083","Colorado","Montezuma County",2023,26531,240,357,9.0569458,13.472206
"4","8","08","085","Colorado","Montrose County",2023,44156,395,542,8.9810486,12.323363
"4","8","08","087","Colorado","Morgan County",2023,29524,407,303,13.845892,10.307876
"4","8","08","089","Colorado","Otero County",2023,18136,203,279,11.139462,15.309902
"4","8","08","091","Colorado","Ouray County",2023,5176,32,40,6.2262864,7.7828584
"4","8","08","093","Colorado","Park County",2023,18117,138,132,7.6585827,7.3256006
"4","8","08","095","Colorado","Phillips County",2023,4476,51,70,11.429852,15.688032
"4","8","08","097","Colorado","Pitkin County",2023,16640,130,68,7.7642069,4.0612774
"4","8","08","099","Colorado","Prowers County",2023,11751,142,135,12.021673,11.429055
"4","8","08","101","Colorado","Pueblo County",2023,169422,1646,2232,9.7139521,13.17226
"4","8","08","103","Colorado","Rio Blanco County",2023,6569,58,70,8.8428116,10.672359
"4","8","08","105","Colorado","Rio Grande County",2023,11188,121,168,10.743618,14.916759
"4","8","08","107","Colorado","Routt County",2023,25064,206,137,8.2176476,5.4651346
"4","8","08","109","Colorado","Saguache County",2023,6688,61,76,9.1625986,11.415696
"4","8","08","111","Colorado","San Juan County",2023,802,6,7,7.4626865,8.7064676
"4","8","08","113","Colorado","San Miguel County",2023,7868,48,35,6.0468631,4.4091711
"4","8","08","115","Colorado","Sedgwick County",2023,2299,14,40,6.1068702,17.4482
"4","8","08","117","Colorado","Summit County",2023,30465,262,89,8.575964,2.9132092
"4","8","08","119","Colorado","Teller County",2023,24617,179,243,7.2356853,9.8227463
"4","8","08","121","Colorado","Washington County",2023,4855,52,66,10.71944,13.605442
"4","8","08","123","Colorado","Weld County",2023,359442,4658,2286,13.126525,6.4420862
"4","8","08","125","Colorado","Yuma County",2023,9862,134,102,13.564813,10.325455
"1","1","09","000","Connecticut","Connecticut",2023,3617176,34957,32842,9.6754971,9.0901012
"1","1","09","110","Connecticut","Capitol Planning Region",2023,975328,9391,9135,9.6446743,9.3817587
"1","1","09","120","Connecticut","Greater Bridgeport Planning Region",2023,327651,3374,2400,10.305815,7.3307514
"1","1","09","130","Connecticut","Lower Connecticut River Valley Planning Region",2023,176215,1432,1723,8.131813,9.784297
"1","1","09","140","Connecticut","Naugatuck Valley Planning Region",2023,456128,4388,4215,9.646946,9.2666082
"1","1","09","150","Connecticut","Northeastern Connecticut Planning Region",2023,96692,827,1015,8.5770588,10.526861
"1","1","09","160","Connecticut","Northwest Hills Planning Region",2023,113463,921,1192,8.1238422,10.514245
"1","1","09","170","Connecticut","South Central Connecticut Planning Region",2023,568158,5674,5462,9.9845142,9.6114588
"1","1","09","180","Connecticut","Southeastern Connecticut Planning Region",2023,279634,2595,2962,9.2862473,10.599563
"1","1","09","190","Connecticut","Western Connecticut Planning Region",2023,623907,6355,4738,10.194391,7.6004763
"3","5","10","000","Delaware","Delaware",2023,1031890,10725,10897,10.456533,10.624228
"3","5","10","001","Delaware","Kent County",2023,189789,2153,2169,11.405203,11.48996
"3","5","10","003","Delaware","New Castle County",2023,578592,6080,5527,10.538668,9.5801344
"3","5","10","005","Delaware","Sussex County",2023,263509,2492,3201,9.5854263,12.31258
"3","5","11","000","District of Columbia","District of Columbia",2023,678972,7627,5020,11.29992,7.4374723
"3","5","11","001","District of Columbia","District of Columbia",2023,678972,7627,5020,11.29992,7.4374723
"3","5","12","000","Florida","Florida",2023,22610726,223578,231181,9.9686451,10.307639
